business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
U001,200900909,SYSCO systems,27-04-2020 10:04,2020,1930645969,13-03-2020,14-04-2020 00:00,13-03-2020 00:00,NA32,31512.75,0-15
U001,200769623,WAL-MAR systems,27-04-2020 19:40,2020,1930718081,30-03-2020,14-04-2020 00:00,30-03-2020 00:00,NAH4,19701.55,0-15
U001,200726979,BJ'S  trust,01-05-2020 11:16,2020,1930788667,16-04-2020,01-05-2020 00:00,16-04-2020 00:00,NAA8,132.72,0-15
U001,200769623,WAL-MAR llc,21-04-2020 16:04,2020,1930709919,29-03-2020,13-04-2020 00:00,29-03-2020 00:00,NAH4,1121.15,0-15
U001,200769623,WAL-MAR llc,27-04-2020 07:26,2020,1930752568,06-04-2020,21-04-2020 00:00,06-04-2020 00:00,NAH4,11394.84,0-15
CA02,140105847,GORDON F co,06-05-2020 13:40,2020,2960627274,08-04-2020,18-04-2020 00:00,08-04-2020 00:00,CA10,2579.64,16-30
U001,200744019,TARG foundation,07-04-2020 07:40,2020,1930648342,15-03-2020,30-03-2020 00:00,15-03-2020 00:00,NAA8,52123.3,0-15
U001,200769623,WAL-MAR systems,04-04-2020 16:33,2020,1930632791,10-03-2020,25-03-2020 00:00,10-03-2020 00:00,NAH4,14994.01,0-15
U001,200769623,WAL-MAR llc,28-03-2020 00:57,2020,1930617194,06-03-2020,21-03-2020 00:00,06-03-2020 00:00,NAH4,36.06,0-15
U001,200418007,AM in,01-05-2020 22:04,2020,1930752243,06-04-2020,21-04-2020 00:00,06-04-2020 00:00,NAA8,25836.19,0-15
U001,200739006,AL foundation,22-05-2020 21:07,2020,1930768064,15-04-2020,30-04-2020 00:00,15-04-2020 00:00,NAA8,4309.05,16-30
U001,100031704,DELHAIZE associates,13-04-2020 01:12,2020,1930789873,15-04-2020,30-04-2020 00:00,15-04-2020 00:00,NAA8,70181.07,
U001,200769623,WAL-MAR trust,27-04-2020 06:28,2020,1930705172,28-03-2020,12-04-2020 00:00,28-03-2020 00:00,NAH4,3403.8,16-30
U001,200744019,TARG systems,19-05-2020 18:28,2020,1930620634,10-03-2020,14-05-2020 00:00,10-03-2020 00:00,NAGD,10665.53,0-15
U001,200769623,WAL-MAR ,18-04-2020 15:50,2020,1930676002,21-03-2020,05-04-2020 00:00,21-03-2020 00:00,NAH4,7280.51,0-15
U001,200726979,BJ'S  corporation,25-03-2020 16:48,2020,1930585378,02-03-2020,17-03-2020 00:00,02-03-2020 00:00,NAA8,13681.7,0-15
U001,200706844,WINC associates,23-04-2020 15:36,2020,1930773419,07-04-2020,22-04-2020 00:00,07-04-2020 00:00,NAA8,33947.85,0-15
U001,200793830,M llc,11-04-2020 07:12,2020,1930767747,08-04-2020,23-04-2020 00:00,08-04-2020 00:00,NAA8,4537.14,
U001,200769623,WAL-MAR foundation,04-05-2020 12:14,2020,1930750455,06-04-2020,21-04-2020 00:00,06-04-2020 00:00,NAH4,14355.96,0-15
U001,200769623,WAL-MAR systems,01-05-2020 01:55,2020,1930738904,03-04-2020,18-04-2020 00:00,03-04-2020 00:00,NAH4,367.71,0-15
U001,200769623,WAL-MAR trust,27-05-2020 03:36,2020,1930862467,06-05-2020,21-05-2020 00:00,06-05-2020 00:00,NAH4,56284.77,0-15
U001,200769623,WAL-MAR systems,23-03-2020 09:21,2020,1930582162,29-02-2020,15-03-2020 00:00,29-02-2020 00:00,NAH4,50493.86,0-15
U001,200769623,WAL-MAR llc,11-05-2020 21:36,2020,1930802490,21-04-2020,06-05-2020 00:00,21-04-2020 00:00,NAH4,15489.43,0-15
CA02,140104423,METRO  llc,30-03-2020 16:19,2020,2960617050,27-02-2020,11-03-2020 00:00,01-03-2020 00:00,CA10,93179.352,16-30
U001,200726979,BJ'S  systems,10-05-2020 07:12,2020,1930801417,19-04-2020,04-05-2020 00:00,19-04-2020 00:00,NAA8,360.33,0-15
U001,200743996,STATER  llc,20-05-2020 15:50,2020,1930660304,16-03-2020,20-05-2020 00:00,16-03-2020 00:00,NAGD,3826.03,0-15
U001,200752302,KROGER trust,25-04-2020 02:24,2020,1930733767,02-04-2020,17-04-2020 00:00,02-04-2020 00:00,NAA8,96674.05,0-15
CA02,140105686,SYSC llc,21-05-2020 18:00,2020,2960633120,06-05-2020,18-05-2020 00:00,08-05-2020 00:00,CA10,43230.299,0-15
U001,200711029,WEGMAN corp,18-05-2020 01:40,2020,1930742932,03-04-2020,18-04-2020 00:00,03-04-2020 00:00,NAA8,14382.22,31-45
CA02,CCU001,KRAFT  corporation,05-04-2020 00:00,2020,2960622220,20-03-2020,27-04-2020 00:00,23-03-2020 00:00,NAG2,17828.069,
U001,200769623,WAL-MAR llc,09-05-2020 08:52,2020,1930804924,21-04-2020,06-05-2020 00:00,21-04-2020 00:00,NAH4,35509.95,0-15
U001,200769623,WAL-MAR associates,04-05-2020 09:07,2020,1930746955,05-04-2020,20-04-2020 00:00,05-04-2020 00:00,NAH4,13512.61,0-15
U001,200772670,ASSOCIAT corp,30-04-2020 18:43,2020,1930698156,24-03-2020,08-04-2020 00:00,24-03-2020 00:00,NAU5,24421.33,16-30
U001,200769623,WAL-MAR co,10-05-2020 18:00,2020,1930801200,19-04-2020,04-05-2020 00:00,19-04-2020 00:00,NAH4,11217.33,0-15
U001,200769623,WAL-MAR systems,11-05-2020 17:16,2020,1930776682,13-04-2020,28-04-2020 00:00,13-04-2020 00:00,NAH4,12554.13,0-15
U001,200720238,WOODM co,23-05-2020 01:26,2020,1930858727,06-05-2020,21-05-2020 00:00,06-05-2020 00:00,NAA8,126919.03,0-15
CA02,140106408,WAL-M in,30-05-2020 13:12,2020,2960631200,25-04-2020,05-05-2020 00:00,25-04-2020 00:00,CA10,28537.684,16-30
U001,200769623,WAL-MAR us,08-04-2020 11:45,2020,1930653060,15-03-2020,30-03-2020 00:00,15-03-2020 00:00,NAH4,50202.83,0-15
U001,200769623,WAL-MAR us,29-04-2020 06:00,2020,1930715979,01-04-2020,16-04-2020 00:00,01-04-2020 00:00,NAH4,8299.7,0-15
U001,200799367,MCL corporation,19-04-2020 23:16,2020,1930673430,24-03-2020,08-04-2020 00:00,24-03-2020 00:00,NAA8,51602.13,0-15
U001,200759878,SA co,08-05-2020 12:28,2020,1930783249,14-04-2020,29-04-2020 00:00,14-04-2020 00:00,NAH4,18900.99,0-15
U001,200794332,COST corp,15-04-2020 21:07,2020,1930638145,14-03-2020,29-03-2020 00:00,14-03-2020 00:00,NAAX,49467.7,16-30
U001,200515231,US  us,15-05-2020 00:43,2020,1930768145,09-04-2020,24-04-2020 00:00,09-04-2020 00:00,NAA8,10187.66,16-30
U001,200782669,SYGMA corp,08-06-2020 07:26,2020,1930636977,13-03-2020,28-03-2020 00:00,13-03-2020 00:00,NAA8,237.4,Greatar than 60
U001,200769623,WAL-MAR foundation,01-06-2020 01:12,2020,1930882979,12-05-2020,27-05-2020 00:00,12-05-2020 00:00,NAH4,11532.84,0-15
U001,200769623,WAL-MAR ,21-04-2020 08:24,2020,1930692833,24-03-2020,08-04-2020 00:00,24-03-2020 00:00,NAH4,20017.92,0-15
U001,200331749,SYSC foundation,10-04-2020 15:50,2020,1930579080,28-02-2020,14-03-2020 00:00,28-02-2020 00:00,NAA8,5320.85,16-30
U001,200772670,ASSOCIAT associates,29-05-2020 22:33,2020,1930819529,23-04-2020,08-05-2020 00:00,23-04-2020 00:00,NAU5,30900.83,16-30
U001,200772670,ASSOCIAT us,25-04-2020 23:31,2020,1930736164,02-04-2020,17-04-2020 00:00,02-04-2020 00:00,NAU5,65843.26,0-15
U001,200706844,WINC foundation,22-03-2020 12:28,2020,1930599854,04-03-2020,19-03-2020 00:00,04-03-2020 00:00,NAA8,359.44,0-15
U001,100043975,JAVA ,03-05-2020 14:24,2020,1930740345,03-04-2020,18-04-2020 00:00,03-04-2020 00:00,NAA8,1427.36,16-30
U001,200762301,C&S WH in,16-03-2020 17:45,2020,1930592552,04-03-2020,19-03-2020 00:00,04-03-2020 00:00,NAC6,99091.71,
U001,200148860,DOLLA associates,15-07-2020 04:04,2020,1930732920,03-04-2020,07-06-2020 00:00,03-04-2020 00:00,NAGD,6543.44,31-45
CA02,100027744,OMEGA AD in,26-03-2020 02:52,2020,2960635652,19-05-2020,19-05-2020 00:00,19-05-2020 00:00,CAB1,4924.5,
U001,100031704,DELHAIZE co,30-03-2020 09:07,2020,1930585468,01-03-2020,16-03-2020 00:00,01-03-2020 00:00,NAA8,106394.18,0-15
U001,200799420,HT HA foundation,05-07-2020 09:50,2020,1930703225,25-03-2020,09-04-2020 00:00,25-03-2020 00:00,NAA8,801.1,Greatar than 60
U001,200974851,RESTA systems,18-04-2020 11:45,2020,1930706997,26-03-2020,10-04-2020 00:00,26-03-2020 00:00,NAA8,3566.69,0-15
U001,200769623,WAL-MAR in,25-05-2020 03:21,2020,1930830709,28-04-2020,13-05-2020 00:00,28-04-2020 00:00,NAH4,8885.57,0-15
U001,200793568,SUPE llc,17-03-2020 13:40,2020,1930630388,10-03-2020,25-03-2020 00:00,10-03-2020 00:00,NAA8,15893.27,
U001,200759878,SA foundation,15-03-2020 03:07,2020,1930609945,06-03-2020,21-03-2020 00:00,06-03-2020 00:00,NAH4,70180.8,
U001,200712187,SPAR in,28-04-2020 00:57,2020,1930806222,20-04-2020,05-05-2020 00:00,20-04-2020 00:00,NAA8,119384.36,
U001,100047532,KEYSTON associates,17-04-2020 10:04,2020,1930592834,04-03-2020,19-03-2020 00:00,04-03-2020 00:00,NAA8,11852.54,16-30
U001,200794332,COST co,02-04-2020 15:50,2020,1930562584,28-02-2020,19-03-2020 00:00,28-02-2020 00:00,NA84,11225.42,0-15
U001,200148860,DOLLA associates,06-06-2020 05:02,2020,1930699340,25-03-2020,29-05-2020 00:00,25-03-2020 00:00,NAGD,5456.75,0-15
U001,200794332,COST llc,09-06-2020 09:50,2020,1930862420,08-05-2020,23-05-2020 00:00,08-05-2020 00:00,NAAX,81500.86,16-30
U001,200555117,BURR trust,16-06-2020 20:38,2020,1930709963,27-03-2020,11-04-2020 00:00,27-03-2020 00:00,NAA8,749.14,Greatar than 60
U001,200769623,WAL-MAR in,28-05-2020 23:45,2020,1930878284,09-05-2020,24-05-2020 00:00,09-05-2020 00:00,NAH4,2219.89,0-15
U001,200772670,ASSOCIAT corp,03-05-2020 08:38,2020,1930683241,21-03-2020,05-04-2020 00:00,21-03-2020 00:00,NAU5,15489.78,16-30
U001,200707822,PUBLI corporation,24-05-2020 08:24,2020,1930857983,04-05-2020,19-05-2020 00:00,04-05-2020 00:00,NAA8,126107.91,0-15
CA02,140104392,FLANAG us,07-04-2020 03:36,2020,2960619205,06-03-2020,20-03-2020 00:00,10-03-2020 00:00,CA10,2528.673,16-30
U001,200769623,WAL-MAR corp,22-05-2020 19:12,2020,1930831780,28-04-2020,13-05-2020 00:00,28-04-2020 00:00,NAH4,11545.38,0-15
U001,200759878,SA systems,29-04-2020 12:00,2020,1930717567,31-03-2020,15-04-2020 00:00,31-03-2020 00:00,NAH4,47646.57,0-15
U001,200705742,DOT foundation,18-03-2020 00:28,2020,1930581678,28-02-2020,14-03-2020 00:00,28-02-2020 00:00,NAA8,5932.51,0-15
U001,200793568,SUPE trust,04-05-2020 23:31,2020,1930690537,23-03-2020,07-04-2020 00:00,23-03-2020 00:00,NAA8,1635.76,16-30
U001,200726979,BJ'S  ,10-04-2020 13:55,2020,1930646128,12-03-2020,27-03-2020 00:00,12-03-2020 00:00,NAA8,1286.3,0-15
U001,200704858,WAKE corp,06-05-2020 00:43,2020,1930762384,09-04-2020,24-04-2020 00:00,09-04-2020 00:00,NAA8,99568.42,0-15
U001,200780383,MEIJ in,21-03-2020 11:45,2020,1930665025,18-03-2020,02-04-2020 00:00,18-03-2020 00:00,NAA8,3612.63,
U001,200762301,C&S WH associates,05-05-2020 06:57,2020,1930778021,12-04-2020,27-04-2020 00:00,12-04-2020 00:00,NAC6,102276.04,0-15
CA02,140106271,LONGO  in,10-05-2020 18:00,2020,2960626604,03-04-2020,17-04-2020 00:00,07-04-2020 00:00,CA10,8615.453,16-30
CA02,140104423,METRO  us,30-04-2020 18:57,2020,2960628851,17-04-2020,01-05-2020 00:00,21-04-2020 00:00,CA10,45059.546,
U001,200741174,M B  co,22-03-2020 11:31,2020,1930657267,16-03-2020,31-03-2020 00:00,16-03-2020 00:00,NAA8,5767.83,
CA02,100030194,AMAZO llc,03-04-2020 00:28,2020,2960622411,18-03-2020,30-03-2020 00:00,20-03-2020 00:00,CA10,9851.667,0-15
U001,200769623,WAL-MAR trust,27-04-2020 09:07,2020,1930720012,30-03-2020,14-04-2020 00:00,30-03-2020 00:00,NAH4,42379.83,0-15
U001,200592182,DECA in,04-05-2020 14:52,2020,1930822583,24-04-2020,09-05-2020 00:00,16-04-2020 00:00,NAM4,1761.84,
U001,200743996,STATER  co,25-04-2020 23:02,2020,1930686889,22-03-2020,06-04-2020 00:00,22-03-2020 00:00,NAA8,94612.03,16-30
U001,200769623,WAL-MAR in,07-05-2020 13:26,2020,1930787980,15-04-2020,30-04-2020 00:00,15-04-2020 00:00,NAH4,22226.35,0-15
U001,200749782,KROG associates,16-05-2020 00:43,2020,1930822131,25-04-2020,10-05-2020 00:00,25-04-2020 00:00,NAA8,88502.01,0-15
U001,200744019,TARG corp,23-05-2020 02:24,2020,1930641073,13-03-2020,17-05-2020 00:00,13-03-2020 00:00,NAGD,1982.06,0-15
U001,200769623,WAL-MAR foundation,17-05-2020 07:12,2020,1930804577,21-04-2020,06-05-2020 00:00,21-04-2020 00:00,NAH4,2326.08,0-15
U001,200705742,DOT us,30-03-2020 17:02,2020,1930592413,02-03-2020,17-03-2020 00:00,02-03-2020 00:00,NAA8,9822.38,0-15
U001,200744019,TARG trust,28-05-2020 11:45,2020,1930857489,05-05-2020,20-05-2020 00:00,05-05-2020 00:00,NAA8,29592.42,0-15
U001,200772670,ASSOCIAT associates,08-05-2020 18:57,2020,1930739252,03-04-2020,18-04-2020 00:00,03-04-2020 00:00,NAU5,47903.76,16-30
U001,200769623,WAL-MAR corporation,19-04-2020 20:09,2020,1930692953,24-03-2020,08-04-2020 00:00,24-03-2020 00:00,NAH4,1898.9,0-15
U001,200900909,SYSCO in,28-04-2020 11:31,2020,1930741081,03-04-2020,18-04-2020 00:00,03-04-2020 00:00,NAA8,7524.17,0-15
U001,200424504,M  in,19-05-2020 18:57,2020,1930830032,28-04-2020,15-04-2020 00:00,15-04-2020 00:00,NACG,2428.04,31-45
U001,100031704,DELHAIZE trust,26-06-2020 02:52,2020,1930794735,16-04-2020,20-06-2020 00:00,16-04-2020 00:00,NAGD,1176.59,0-15
U001,200764795,SYSCO  us,07-05-2020 03:36,2020,1930637455,18-03-2020,19-04-2020 00:00,18-03-2020 00:00,NA32,10978.51,16-30
U001,200337148,COAS systems,29-04-2020 17:16,2020,1930587342,02-03-2020,17-03-2020 00:00,02-03-2020 00:00,NAA8,45127.79,31-45
U001,200416837,DEC llc,27-02-2020 13:26,2020,1930599382,04-03-2020,24-03-2020 00:00,01-03-2020 00:00,NAM4,398.16,
U001,200769623,WAL-MAR llc,25-03-2020 23:45,2020,1930623646,09-03-2020,24-03-2020 00:00,09-03-2020 00:00,NAH4,58726.21,0-15
U001,200726979,BJ'S  associates,30-03-2020 00:14,2020,1930645815,12-03-2020,27-03-2020 00:00,12-03-2020 00:00,NAA8,588.49,0-15
U001,200721222,GO us,19-04-2020 18:28,2020,1930800642,20-04-2020,05-05-2020 00:00,20-04-2020 00:00,NAA8,25685.07,
U001,200772595,SAFEW corporation,21-04-2020 19:40,2020,1930729101,02-04-2020,17-04-2020 00:00,02-04-2020 00:00,NAA8,10020.14,0-15
U001,200820380,SMITH'S trust,06-05-2020 16:48,2020,1930716191,30-03-2020,14-04-2020 00:00,30-03-2020 00:00,NAA8,48022.97,16-30
U001,200793568,SUPE corporation,14-04-2020 19:12,2020,1930779652,14-04-2020,29-04-2020 00:00,14-04-2020 00:00,NAA8,36623.03,
U001,100043975,JAVA co,25-04-2020 19:55,2020,1930586661,02-03-2020,17-03-2020 00:00,02-03-2020 00:00,NAA8,7212,31-45
U001,200769623,WAL-MAR llc,15-04-2020 22:48,2020,1930692548,25-03-2020,09-04-2020 00:00,25-03-2020 00:00,NAH4,15797.23,0-15
U001,200769623,WAL-MAR foundation,29-03-2020 23:31,2020,1930593446,04-03-2020,19-03-2020 00:00,04-03-2020 00:00,NAH4,14706.98,0-15
U001,200729290,KROGER ,04-04-2020 01:55,2020,1930599215,04-03-2020,19-03-2020 00:00,04-03-2020 00:00,NAA8,115494.14,16-30
U001,200769623,WAL-MAR us,25-05-2020 14:52,2020,1930827122,27-04-2020,12-05-2020 00:00,27-04-2020 00:00,NAH4,1898.9,0-15
U001,200769623,WAL-MAR us,30-04-2020 15:07,2020,1930750644,06-04-2020,21-04-2020 00:00,06-04-2020 00:00,NAH4,37684.36,0-15
U001,200705372,FR corporation,07-04-2020 18:28,2020,1930637990,13-03-2020,28-03-2020 00:00,13-03-2020 00:00,NAA8,19961.05,0-15
U001,200769623,WAL-MAR llc,13-04-2020 06:57,2020,1930675431,22-03-2020,06-04-2020 00:00,22-03-2020 00:00,NAH4,11826.09,0-15
U001,200742791,QUI in,28-03-2020 01:12,2020,1930603823,10-03-2020,25-03-2020 00:00,10-03-2020 00:00,NAA8,24843.48,0-15
U001,200743996,STATER  corporation,30-04-2020 03:50,2020,1930718352,30-03-2020,14-04-2020 00:00,30-03-2020 00:00,NAA8,32224.05,16-30
U001,200769623,WAL-MAR us,04-05-2020 19:55,2020,1930752522,06-04-2020,21-04-2020 00:00,06-04-2020 00:00,NAH4,9937.06,0-15
U001,200759878,SA corporation,07-05-2020 10:19,2020,1930752430,08-04-2020,23-04-2020 00:00,08-04-2020 00:00,NAH4,12417.47,0-15
U001,200762301,C&S WH us,28-03-2020 13:40,2020,1930584581,02-03-2020,17-03-2020 00:00,02-03-2020 00:00,NAC6,4301.57,0-15
U001,200769623,WAL-MAR ,01-06-2020 08:09,2020,1930885637,12-05-2020,27-05-2020 00:00,12-05-2020 00:00,NAH4,22549.83,0-15
U001,100043936,PAPA JO foundation,12-04-2020 19:40,2020,1930627707,10-03-2020,20-03-2020 00:00,10-03-2020 00:00,NA10,18145.19,16-30
U001,200744019,TARG co,22-04-2020 19:26,2020,1930748869,05-04-2020,20-04-2020 00:00,05-04-2020 00:00,NAA8,97776,0-15
U001,200740393,LABAT ,29-03-2020 07:40,2020,1930585380,03-03-2020,18-03-2020 00:00,03-03-2020 00:00,NAA8,52645.42,0-15
U001,200769623,WAL-MAR systems,14-04-2020 05:16,2020,1930671465,20-03-2020,04-04-2020 00:00,20-03-2020 00:00,NAH4,21113.92,0-15
U001,200762301,C&S WH co,23-03-2020 14:09,2020,1930577119,27-02-2020,13-03-2020 00:00,27-02-2020 00:00,NAC6,137768.6,0-15
U001,200759878,SA in,27-04-2020 06:14,2020,1930748365,05-04-2020,20-04-2020 00:00,05-04-2020 00:00,NAH4,13548.66,0-15
U001,200759878,SA corporation,21-05-2020 21:36,2020,1930825574,27-04-2020,12-05-2020 00:00,27-04-2020 00:00,NAH4,35898.48,0-15
U001,200704858,WAKE llc,08-03-2020 07:40,2020,1930655118,16-03-2020,31-03-2020 00:00,16-03-2020 00:00,NAA8,109248.63,
U001,200762301,C&S WH foundation,02-04-2020 07:55,2020,1930654407,16-03-2020,31-03-2020 00:00,16-03-2020 00:00,NAC6,7465.1,0-15
U001,200803720,DEC corporation,14-04-2020 04:33,2020,1930872721,07-05-2020,11-05-2020 00:00,01-05-2020 00:00,NAM2,4729.18,
U001,200078795,H T H llc,28-05-2020 08:24,2020,1930861108,05-05-2020,20-05-2020 00:00,05-05-2020 00:00,NAA8,1412.26,0-15
U001,200519201,KROGE llc,13-06-2020 05:02,2020,1930709582,28-03-2020,12-04-2020 00:00,28-03-2020 00:00,NAA8,15477.22,Greatar than 60
U001,200744019,TARG corp,27-04-2020 16:19,2020,1930753198,07-04-2020,22-04-2020 00:00,07-04-2020 00:00,NAA8,19195.56,0-15
U001,200786288,FAMILY in,18-04-2020 23:31,2020,1930759958,08-04-2020,23-04-2020 00:00,08-04-2020 00:00,NAC6,66230.48,
U001,200418007,AM systems,17-05-2020 07:55,2020,1930732102,02-04-2020,17-04-2020 00:00,02-04-2020 00:00,NAA8,47393.05,31-45
U001,200466603,SMITH'S systems,06-05-2020 09:36,2020,1930664246,18-03-2020,02-04-2020 00:00,18-03-2020 00:00,NAA8,142732.08,31-45
CA02,140106408,WAL-M associates,05-05-2020 21:50,2020,2960622798,23-03-2020,02-04-2020 00:00,23-03-2020 00:00,CA10,5791.485,31-45
U001,200762301,C&S WH in,02-06-2020 06:43,2020,1930721389,01-04-2020,05-06-2020 00:00,01-04-2020 00:00,NAGD,7943.13,
U001,200761734,H E BUT associates,20-03-2020 22:48,2020,1930632938,10-03-2020,25-03-2020 00:00,10-03-2020 00:00,NAA8,91756.55,
U001,200769623,WAL-MAR foundation,31-03-2020 01:12,2020,1930611981,08-03-2020,23-03-2020 00:00,08-03-2020 00:00,NAH4,24282.42,0-15
U001,200769623,WAL-MAR llc,08-05-2020 21:36,2020,1930793187,18-04-2020,03-05-2020 00:00,18-04-2020 00:00,NAH4,10903.6,0-15
U001,200769623,WAL-MAR us,20-04-2020 00:57,2020,1930692727,24-03-2020,08-04-2020 00:00,24-03-2020 00:00,NAH4,51516.27,0-15
U001,200744019,TARG us,16-05-2020 03:36,2020,1930813045,21-04-2020,06-05-2020 00:00,21-04-2020 00:00,NAA8,5887.21,0-15
U001,200726979,BJ'S  systems,04-04-2020 23:45,2020,1930643416,12-03-2020,27-03-2020 00:00,12-03-2020 00:00,NAA8,14149.02,0-15
U001,200706844,WINC co,24-04-2020 21:21,2020,1930760026,31-03-2020,15-04-2020 00:00,31-03-2020 00:00,NAA8,38905.5,0-15
U001,200418007,AM us,27-05-2020 13:55,2020,1930650673,14-03-2020,18-05-2020 00:00,14-03-2020 00:00,NAGD,1011.24,0-15
U001,200799367,MCL in,09-04-2020 20:09,2020,1930720975,31-03-2020,15-04-2020 00:00,31-03-2020 00:00,NAA8,124605.44,
U001,200772595,SAFEW corporation,19-04-2020 19:40,2020,1930705040,25-03-2020,09-04-2020 00:00,25-03-2020 00:00,NAA8,32039.34,0-15
U001,CCU013,KRAFT F in,15-03-2020 12:00,2020,1930570370,28-02-2020,28-02-2020 00:00,28-02-2020 00:00,NAX2,37209.64,16-30
U001,200726979,BJ'S  in,03-04-2020 10:48,2020,1930629390,09-03-2020,24-03-2020 00:00,09-03-2020 00:00,NAA8,467.72,0-15
U001,200526831,PERISH associates,06-05-2020 22:19,2020,1930666168,19-03-2020,03-04-2020 00:00,19-03-2020 00:00,NAA8,134095.09,31-45
U001,200769623,WAL-MAR llc,15-05-2020 23:31,2020,1930845835,02-05-2020,17-05-2020 00:00,02-05-2020 00:00,NAH4,292.94,
U001,100031704,DELHAIZE corp,15-06-2020 03:36,2020,1930844129,30-04-2020,15-05-2020 00:00,30-04-2020 00:00,NAA8,92271.69,31-45
U001,200769623,WAL-MAR in,12-04-2020 05:16,2020,1930662779,18-03-2020,02-04-2020 00:00,18-03-2020 00:00,NAH4,35023.47,0-15
U001,200020431,DEC systems,13-02-2020 19:55,2020,1930599834,04-03-2020,24-03-2020 00:00,01-03-2020 00:00,NAM4,4551.58,
U001,200726979,BJ'S  ,07-05-2020 12:57,2020,1930730591,01-04-2020,16-04-2020 00:00,01-04-2020 00:00,NAA8,261.84,16-30
U001,200769623,WAL-MAR foundation,06-04-2020 18:00,2020,1930652678,15-03-2020,30-03-2020 00:00,15-03-2020 00:00,NAH4,33837.66,0-15
U001,200729942,SA ,28-04-2020 17:16,2020,1930798198,17-04-2020,02-05-2020 00:00,17-04-2020 00:00,NAA8,11696.53,
U001,200705742,DOT systems,12-05-2020 00:00,2020,1930810367,23-04-2020,08-05-2020 00:00,23-04-2020 00:00,NAA8,8115.04,0-15
U001,200777735,NASH  co,15-03-2020 00:43,2020,1930670844,18-03-2020,02-04-2020 00:00,18-03-2020 00:00,NAA8,152067.79,
U001,200020431,DEC us,06-03-2020 10:48,2020,1930617742,07-03-2020,24-03-2020 00:00,01-03-2020 00:00,NAM4,3117.84,
U001,200769623,WAL-MAR corp,02-05-2020 07:40,2020,1930748572,06-04-2020,21-04-2020 00:00,06-04-2020 00:00,NAH4,1898.2,0-15
U001,200759878,SA systems,12-04-2020 18:57,2020,1930655535,16-03-2020,31-03-2020 00:00,16-03-2020 00:00,NAH4,17060.17,0-15
U001,100004536,BAS ,26-04-2020 18:57,2020,1930765834,14-04-2020,29-04-2020 00:00,14-04-2020 00:00,NAA8,3745.49,
